website_employerid,website_jobid,employer_name,job_url,applications,job_title,job_description,location,latitude,longitude,job_type_uuid,city_uuid,currency,country,minimum_salary,maximum_salary,estimated_salary,expiration_date,date_downloaded,job_created_date
,,Insight,https://jooble.org/jdp/-773673694658610750,,Pricing & Master Data Analyst," Job title: Pricing & Master Data Analyst 

 About us: 
 Insight is a Fortune 500-ranked global provider of hardware, software, cloud, and service solutions, providing clients with the guidance and expertise needed to define, architect, implement and manage technology...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T09:39:22.4454504+00:00
,,FlexIT,https://jooble.org/jdp/-4335312913176990778,,Part-Full-Time Office Assistant/Data Entry Specialist - Remote," We are looking for a Office Assistant/Data Entry Specialist to join our team. 
 The Office Assistant/Data Entry Specialist serves as the first point of contact for inquiries via phone and email, and this involves lots of small duties, like typing and taking notes during...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T00:00:00.0000000
,,Xero,https://jooble.org/jdp/-142137920935474107,,Senior Software Engineer - Syft Integration," Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive. 
 At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-25T00:00:00.0000000
,,Tesla,https://jooble.org/jdp/5756043997447777326,,Senior AI Engineer," About Us &##127970;
 We are Orbital &##128075; an AI company on a mission to automate the legal segment of every property transaction in the world &##127757;. We iterate rapidly to build products that utilise the bleeding-edge of generative AI. Products that are powered...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,TM Global Recruitment,https://jooble.org/jdp/-6668826077400890385,,US Tax Director - Asset Management and Private Equity Specialist - Channel Islands," US Tax Director -  Asset Management and Private Equity Specialist 
 We are looking for a Tax Director with US Asset Management and Private Equity Specialist, for a Big 4 Firm in the UK Channel Islands. 
 The Channel Islands are a zero corporate tax jurisdiction, and ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-08T00:00:00.0000000
,,Hydro International,https://jooble.org/jdp/-3751558380747311170,,Field Technician - Theale,"

 Hydro International, a CRH Company, is a leading global provider of advanced products, services and expertise to help municipal, industrial and construction customers to improve their water management processes, increase operational performance and reduce environmental...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-11T00:00:00.0000000
,,Ginas Tech Jobs,https://jooble.org/jdp/2287886913914721714,,Technical Operations Analyst - Need Trading Industry Experience," Technical Operations Analyst – Need Trading Industry Experience, London, UK 
 A proprietary trading with three offices in Chicago, London, & New York City, is seeking talented and self-motivated Technical Operations Analyst candidate to join a growing technology team ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,Bitfinex,https://jooble.org/jdp/3909063935816493332,,Senior Backend Developer - Node," Bitfinex is a digital asset trading platform offering state-of-the-art services for digital currency traders and global liquidity providers. 
 Founded in 2012, Bitfinex was one of the first professional platforms set up to accommodate for the booming interest in cryptocurrency...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T00:00:00.0000000
,,Teleport,https://jooble.org/jdp/7597258723476334932,,Senior Full Stack Engineer - Machine ID," We help companies stay secure while moving fast. 
 Built by engineers for engineers, The Teleport Access Platform delivers on-demand, least privileged access to infrastructure based on cryptographic identity and zero trust, with built-in identity security and policy governance...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-27T00:00:00.0000000
,,HubSpot,https://jooble.org/jdp/7376342124774902102,,"Staff Software Engineer, Backend - Flywheel Partner Product"," We’re looking to add a Staff Engineer to the Flywheel Partner Product group. Staff Software Engineers are highly productive, impactful, and trusted engineers who leverage their skills and knowledge to work autonomously on the most complex projects and set technical direction...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-19T08:43:00.1530000
,,Lyra Health,https://jooble.org/jdp/-6121598338822590379,,Sr. Salesforce Developer (UK),"About Lyra Health
Lyra is transforming mental health care through technology with a human touch to help people feel emotionally healthy at work and at home. We work with industry leaders, such as Morgan Stanley, Uber, Amgen, and other Fortune 500 companies, to improve ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T05:53:12.9730000
,,Tesla,https://jooble.org/jdp/-4314910056954956679,,Service Technician / Automotive Mechanic - Chelmsford," What To Expect 
 At Tesla, our Service Technicians are the backbone of the Service operation, supporting our mission to accelerate the world’s transition to sustainable energy. 
 We’ve created one of the most innovative vehicles ever made, and as a Service Technician...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-29T20:36:26.2475351+00:00
,,,https://jooble.org/jdp/-7037613154020870829,,Full stack Software Engineer - (Python & React)," Job description: 
 Flexible / Variable Hours, Other Agile Working Arrangements / Open to Discussion 
 Can you think strategically and join the dots across multiple activities to build the bigger picture? Do you enjoy working at pace, identifying new and improved ways...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-06T00:00:00.0000000
,,IGT,https://jooble.org/jdp/-4179009766899408503,,Senior DevOps Engineer," Role Overview 

 We’re looking for an experienced DevOps Engineer to join our Core DevOps team at IGT Playdigital! The role brings with it exciting opportunities to work on some of the largest production iGaming cloud systems, and since the team has ownership of the ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-11T19:33:56.8300000
,,NearForm,https://jooble.org/jdp/4066111972170354758,,Senior Python Developer," This is a permanent and remote opportunity suitable for candidates based in the UK. 
 The Opportunity 
 At Nearform we build digital products that provide users with fantastic digital experiences and allow enterprises to go to market faster, improve customer experience...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-11T00:00:00.0000000
,,Gulfstream,https://jooble.org/jdp/-5266663884652061300,,Aircraft Avionics Mechanic," Responsibilities for this Position 

 Position Title:  Aircraft Avionics Mechanic 
 Date:  Mar 27, 2025
 Location:  Farnborough, HAM, GB 
 Company:  Gulfstream Aerospace Corporation 

 Aircraft Avionics Mechanic in GAC Farnborough 

5,000 Signing Bonus Eligible...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-28T00:00:00.0000000
,,"NTT DATA, Inc.",https://jooble.org/jdp/3675899546230501760,,Lead SRE Engineer," Req ID: 305621

 Competitive salary | UK: hybrid working: London and remote 

 At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees are key factors in our company’s growth, market presence...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-29T00:00:00.0000000
,,CRH International,https://jooble.org/jdp/7858870484998155399,,Cyber Security Specialist,"&nbsp;...monetary and reputational, due to potential cyber security threats. 

 It is a pivotal role as it requires daily engagements between <b>GIS </b>(Group Information Security), OpCos (Operating Companies) and vendors who are supporting our security systems.  The role will protect...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-27T18:23:40.5762898+00:00
,,Hydro International,https://jooble.org/jdp/-95425072372602020,,Hydrometric Specialist,"

 Hydro International, a CRH Company, is a leading global provider of advanced products, services and expertise to help municipal, industrial and construction customers to improve their water management processes, increase operational performance and reduce environmental...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-05T18:13:35.5936733+00:00
,,Bitfinex,https://jooble.org/jdp/-4337788991875265991,,Blockchain Integration Specialist," Bitfinex is a digital asset trading platform offering state-of-the-art services for digital currency traders and global liquidity providers. 
 Founded in 2012, Bitfinex was one of the first professional platforms set up to accommodate for the booming interest in cryptocurrency...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T00:00:00.0000000
,,,https://jooble.org/jdp/4132884133007453327,,Project Control Specialist," Work Place Flexibility:  Hybrid 
 Legal Entity: Entergy Services, LLC 
 This posting is for a potential future opening(s) with Entergy. This posting is to build a candidate pool, should the opening(s) become available. 
 Job Summary/Purpose 
 Individual shall have ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T13:23:09.2803983+00:00
,,,https://jooble.org/jdp/-8306973616863126543,,Project Control Analyst," Work Place Flexibility:  Hybrid 
 Legal Entity: Entergy Services, LLC 
 This posting is for a potential future opening(s) with Entergy. This posting is to build a candidate pool, should the opening(s) become available. 
 JOB SUMMARY/PURPOSE 
 The Capital Projects Analyst...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T14:39:00.6552621+00:00
,,The Maersk Group,https://jooble.org/jdp/2852011010509160634,,"Customs Solutions Engineer, Continuous improvement","


 Think Global, Work Local with Maersk Customs Service! 

 Are you ready to be part of an organization on an industry-defining transformation journey that will change the world?

 Maersk, a global leader in logistics, is on a journey to transform the logistics ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-02T13:54:21.4840938+00:00
,,,https://jooble.org/jdp/-6893700432387603404,,Marine Technician - Boat Maintenance Technician," Position:  Marine Technician - Boat Maintenance Technician 
Location: Chertsey, Surrey 
Department: Operations 
Contract type: Permanent – full time 
Line Manager: Base Manager 
 This is an excellent opportunity for a strong experienced mechanic/technician to join...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-19T16:51:40.9530000
,,IGT,https://jooble.org/jdp/-3157536639527776435,,Software Developer," Role Overview: 
 We are seeking an enthusiastic and creative Game Developer to join our dynamic team in Manchester, UK. You will play a key role in designing, developing, testing, and maintaining our next generation of interactive mobile, tablet, and desktop web-based...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,Tripadvisor,https://jooble.org/jdp/-84437281711693158,,Software Engineer II - Backend," We believe that we are better together, and at Tripadvisor we welcome you for who you are. Our workplace is for everyone, as is our people powered platform. At Tripadvisor, we want you to bring your unique identities, abilities, and experiences, so we can collectively ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-05T10:44:42.7830000
,,Insight,https://jooble.org/jdp/-773673694658610750,,Pricing & Master Data Analyst," Job title: Pricing & Master Data Analyst 

 About us: 
 Insight is a Fortune 500-ranked global provider of hardware, software, cloud, and service solutions, providing clients with the guidance and expertise needed to define, architect, implement and manage technology...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T09:39:22.4454504+00:00
,,FlexIT,https://jooble.org/jdp/-4335312913176990778,,Part-Full-Time Office Assistant/Data Entry Specialist - Remote," We are looking for a Office Assistant/Data Entry Specialist to join our team. 
 The Office Assistant/Data Entry Specialist serves as the first point of contact for inquiries via phone and email, and this involves lots of small duties, like typing and taking notes during...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T00:00:00.0000000
,,Xero,https://jooble.org/jdp/-142137920935474107,,Senior Software Engineer - Syft Integration," Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive. 
 At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-25T00:00:00.0000000
,,Tesla,https://jooble.org/jdp/5756043997447777326,,Senior AI Engineer," About Us &##127970;
 We are Orbital &##128075; an AI company on a mission to automate the legal segment of every property transaction in the world &##127757;. We iterate rapidly to build products that utilise the bleeding-edge of generative AI. Products that are powered...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,TM Global Recruitment,https://jooble.org/jdp/-6668826077400890385,,US Tax Director - Asset Management and Private Equity Specialist - Channel Islands," US Tax Director -  Asset Management and Private Equity Specialist 
 We are looking for a Tax Director with US Asset Management and Private Equity Specialist, for a Big 4 Firm in the UK Channel Islands. 
 The Channel Islands are a zero corporate tax jurisdiction, and ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-08T00:00:00.0000000
,,Hydro International,https://jooble.org/jdp/-3751558380747311170,,Field Technician - Theale,"

 Hydro International, a CRH Company, is a leading global provider of advanced products, services and expertise to help municipal, industrial and construction customers to improve their water management processes, increase operational performance and reduce environmental...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-11T00:00:00.0000000
,,Ginas Tech Jobs,https://jooble.org/jdp/2287886913914721714,,Technical Operations Analyst - Need Trading Industry Experience," Technical Operations Analyst – Need Trading Industry Experience, London, UK 
 A proprietary trading with three offices in Chicago, London, & New York City, is seeking talented and self-motivated Technical Operations Analyst candidate to join a growing technology team ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,Bitfinex,https://jooble.org/jdp/3909063935816493332,,Senior Backend Developer - Node," Bitfinex is a digital asset trading platform offering state-of-the-art services for digital currency traders and global liquidity providers. 
 Founded in 2012, Bitfinex was one of the first professional platforms set up to accommodate for the booming interest in cryptocurrency...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T00:00:00.0000000
,,Teleport,https://jooble.org/jdp/7597258723476334932,,Senior Full Stack Engineer - Machine ID," We help companies stay secure while moving fast. 
 Built by engineers for engineers, The Teleport Access Platform delivers on-demand, least privileged access to infrastructure based on cryptographic identity and zero trust, with built-in identity security and policy governance...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-27T00:00:00.0000000
,,HubSpot,https://jooble.org/jdp/7376342124774902102,,"Staff Software Engineer, Backend - Flywheel Partner Product"," We’re looking to add a Staff Engineer to the Flywheel Partner Product group. Staff Software Engineers are highly productive, impactful, and trusted engineers who leverage their skills and knowledge to work autonomously on the most complex projects and set technical direction...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-19T08:43:00.1530000
,,Lyra Health,https://jooble.org/jdp/-6121598338822590379,,Sr. Salesforce Developer (UK),"About Lyra Health
Lyra is transforming mental health care through technology with a human touch to help people feel emotionally healthy at work and at home. We work with industry leaders, such as Morgan Stanley, Uber, Amgen, and other Fortune 500 companies, to improve ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T05:53:12.9730000
,,Tesla,https://jooble.org/jdp/-4314910056954956679,,Service Technician / Automotive Mechanic - Chelmsford," What To Expect 
 At Tesla, our Service Technicians are the backbone of the Service operation, supporting our mission to accelerate the world’s transition to sustainable energy. 
 We’ve created one of the most innovative vehicles ever made, and as a Service Technician...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-29T20:36:26.2475351+00:00
,,,https://jooble.org/jdp/-7037613154020870829,,Full stack Software Engineer - (Python & React)," Job description: 
 Flexible / Variable Hours, Other Agile Working Arrangements / Open to Discussion 
 Can you think strategically and join the dots across multiple activities to build the bigger picture? Do you enjoy working at pace, identifying new and improved ways...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-06T00:00:00.0000000
,,IGT,https://jooble.org/jdp/-4179009766899408503,,Senior DevOps Engineer," Role Overview 

 We’re looking for an experienced DevOps Engineer to join our Core DevOps team at IGT Playdigital! The role brings with it exciting opportunities to work on some of the largest production iGaming cloud systems, and since the team has ownership of the ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-11T19:33:56.8300000
,,NearForm,https://jooble.org/jdp/4066111972170354758,,Senior Python Developer," This is a permanent and remote opportunity suitable for candidates based in the UK. 
 The Opportunity 
 At Nearform we build digital products that provide users with fantastic digital experiences and allow enterprises to go to market faster, improve customer experience...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-11T00:00:00.0000000
,,Gulfstream,https://jooble.org/jdp/-5266663884652061300,,Aircraft Avionics Mechanic," Responsibilities for this Position 

 Position Title:  Aircraft Avionics Mechanic 
 Date:  Mar 27, 2025
 Location:  Farnborough, HAM, GB 
 Company:  Gulfstream Aerospace Corporation 

 Aircraft Avionics Mechanic in GAC Farnborough 

5,000 Signing Bonus Eligible...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-28T00:00:00.0000000
,,"NTT DATA, Inc.",https://jooble.org/jdp/3675899546230501760,,Lead SRE Engineer," Req ID: 305621

 Competitive salary | UK: hybrid working: London and remote 

 At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees are key factors in our company’s growth, market presence...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-29T00:00:00.0000000
,,CRH International,https://jooble.org/jdp/7858870484998155399,,Cyber Security Specialist,"&nbsp;...monetary and reputational, due to potential cyber security threats. 

 It is a pivotal role as it requires daily engagements between <b>GIS </b>(Group Information Security), OpCos (Operating Companies) and vendors who are supporting our security systems.  The role will protect...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-27T18:23:40.5762898+00:00
,,Hydro International,https://jooble.org/jdp/-95425072372602020,,Hydrometric Specialist,"

 Hydro International, a CRH Company, is a leading global provider of advanced products, services and expertise to help municipal, industrial and construction customers to improve their water management processes, increase operational performance and reduce environmental...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-05T18:13:35.5936733+00:00
,,Bitfinex,https://jooble.org/jdp/-4337788991875265991,,Blockchain Integration Specialist," Bitfinex is a digital asset trading platform offering state-of-the-art services for digital currency traders and global liquidity providers. 
 Founded in 2012, Bitfinex was one of the first professional platforms set up to accommodate for the booming interest in cryptocurrency...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T00:00:00.0000000
,,,https://jooble.org/jdp/4132884133007453327,,Project Control Specialist," Work Place Flexibility:  Hybrid 
 Legal Entity: Entergy Services, LLC 
 This posting is for a potential future opening(s) with Entergy. This posting is to build a candidate pool, should the opening(s) become available. 
 Job Summary/Purpose 
 Individual shall have ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T13:23:09.2803983+00:00
,,,https://jooble.org/jdp/-8306973616863126543,,Project Control Analyst," Work Place Flexibility:  Hybrid 
 Legal Entity: Entergy Services, LLC 
 This posting is for a potential future opening(s) with Entergy. This posting is to build a candidate pool, should the opening(s) become available. 
 JOB SUMMARY/PURPOSE 
 The Capital Projects Analyst...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T14:39:00.6552621+00:00
,,The Maersk Group,https://jooble.org/jdp/2852011010509160634,,"Customs Solutions Engineer, Continuous improvement","


 Think Global, Work Local with Maersk Customs Service! 

 Are you ready to be part of an organization on an industry-defining transformation journey that will change the world?

 Maersk, a global leader in logistics, is on a journey to transform the logistics ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-02T13:54:21.4840938+00:00
,,,https://jooble.org/jdp/-6893700432387603404,,Marine Technician - Boat Maintenance Technician," Position:  Marine Technician - Boat Maintenance Technician 
Location: Chertsey, Surrey 
Department: Operations 
Contract type: Permanent – full time 
Line Manager: Base Manager 
 This is an excellent opportunity for a strong experienced mechanic/technician to join...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-19T16:51:40.9530000
,,IGT,https://jooble.org/jdp/-3157536639527776435,,Software Developer," Role Overview: 
 We are seeking an enthusiastic and creative Game Developer to join our dynamic team in Manchester, UK. You will play a key role in designing, developing, testing, and maintaining our next generation of interactive mobile, tablet, and desktop web-based...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,Tripadvisor,https://jooble.org/jdp/-84437281711693158,,Software Engineer II - Backend," We believe that we are better together, and at Tripadvisor we welcome you for who you are. Our workplace is for everyone, as is our people powered platform. At Tripadvisor, we want you to bring your unique identities, abilities, and experiences, so we can collectively ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-05T10:44:42.7830000
,,Insight,https://jooble.org/jdp/-773673694658610750,,Pricing & Master Data Analyst," Job title: Pricing & Master Data Analyst 

 About us: 
 Insight is a Fortune 500-ranked global provider of hardware, software, cloud, and service solutions, providing clients with the guidance and expertise needed to define, architect, implement and manage technology...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T09:39:22.4454504+00:00
,,FlexIT,https://jooble.org/jdp/-4335312913176990778,,Part-Full-Time Office Assistant/Data Entry Specialist - Remote," We are looking for a Office Assistant/Data Entry Specialist to join our team. 
 The Office Assistant/Data Entry Specialist serves as the first point of contact for inquiries via phone and email, and this involves lots of small duties, like typing and taking notes during...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T00:00:00.0000000
,,Xero,https://jooble.org/jdp/-142137920935474107,,Senior Software Engineer - Syft Integration," Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive. 
 At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-25T00:00:00.0000000
,,Tesla,https://jooble.org/jdp/5756043997447777326,,Senior AI Engineer," About Us &##127970;
 We are Orbital &##128075; an AI company on a mission to automate the legal segment of every property transaction in the world &##127757;. We iterate rapidly to build products that utilise the bleeding-edge of generative AI. Products that are powered...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,TM Global Recruitment,https://jooble.org/jdp/-6668826077400890385,,US Tax Director - Asset Management and Private Equity Specialist - Channel Islands," US Tax Director -  Asset Management and Private Equity Specialist 
 We are looking for a Tax Director with US Asset Management and Private Equity Specialist, for a Big 4 Firm in the UK Channel Islands. 
 The Channel Islands are a zero corporate tax jurisdiction, and ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-08T00:00:00.0000000
,,Hydro International,https://jooble.org/jdp/-3751558380747311170,,Field Technician - Theale,"

 Hydro International, a CRH Company, is a leading global provider of advanced products, services and expertise to help municipal, industrial and construction customers to improve their water management processes, increase operational performance and reduce environmental...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-11T00:00:00.0000000
,,Ginas Tech Jobs,https://jooble.org/jdp/2287886913914721714,,Technical Operations Analyst - Need Trading Industry Experience," Technical Operations Analyst – Need Trading Industry Experience, London, UK 
 A proprietary trading with three offices in Chicago, London, & New York City, is seeking talented and self-motivated Technical Operations Analyst candidate to join a growing technology team ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
,,Bitfinex,https://jooble.org/jdp/3909063935816493332,,Senior Backend Developer - Node," Bitfinex is a digital asset trading platform offering state-of-the-art services for digital currency traders and global liquidity providers. 
 Founded in 2012, Bitfinex was one of the first professional platforms set up to accommodate for the booming interest in cryptocurrency...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T00:00:00.0000000
,,Teleport,https://jooble.org/jdp/7597258723476334932,,Senior Full Stack Engineer - Machine ID," We help companies stay secure while moving fast. 
 Built by engineers for engineers, The Teleport Access Platform delivers on-demand, least privileged access to infrastructure based on cryptographic identity and zero trust, with built-in identity security and policy governance...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-27T00:00:00.0000000
,,HubSpot,https://jooble.org/jdp/7376342124774902102,,"Staff Software Engineer, Backend - Flywheel Partner Product"," We’re looking to add a Staff Engineer to the Flywheel Partner Product group. Staff Software Engineers are highly productive, impactful, and trusted engineers who leverage their skills and knowledge to work autonomously on the most complex projects and set technical direction...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-19T08:43:00.1530000
,,Lyra Health,https://jooble.org/jdp/-6121598338822590379,,Sr. Salesforce Developer (UK),"About Lyra Health
Lyra is transforming mental health care through technology with a human touch to help people feel emotionally healthy at work and at home. We work with industry leaders, such as Morgan Stanley, Uber, Amgen, and other Fortune 500 companies, to improve ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T05:53:12.9730000
,,Tesla,https://jooble.org/jdp/-4314910056954956679,,Service Technician / Automotive Mechanic - Chelmsford," What To Expect 
 At Tesla, our Service Technicians are the backbone of the Service operation, supporting our mission to accelerate the world’s transition to sustainable energy. 
 We’ve created one of the most innovative vehicles ever made, and as a Service Technician...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-29T20:36:26.2475351+00:00
,,,https://jooble.org/jdp/-7037613154020870829,,Full stack Software Engineer - (Python & React)," Job description: 
 Flexible / Variable Hours, Other Agile Working Arrangements / Open to Discussion 
 Can you think strategically and join the dots across multiple activities to build the bigger picture? Do you enjoy working at pace, identifying new and improved ways...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-06T00:00:00.0000000
,,IGT,https://jooble.org/jdp/-4179009766899408503,,Senior DevOps Engineer," Role Overview 

 We’re looking for an experienced DevOps Engineer to join our Core DevOps team at IGT Playdigital! The role brings with it exciting opportunities to work on some of the largest production iGaming cloud systems, and since the team has ownership of the ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-11T19:33:56.8300000
,,NearForm,https://jooble.org/jdp/4066111972170354758,,Senior Python Developer," This is a permanent and remote opportunity suitable for candidates based in the UK. 
 The Opportunity 
 At Nearform we build digital products that provide users with fantastic digital experiences and allow enterprises to go to market faster, improve customer experience...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-11T00:00:00.0000000
,,Gulfstream,https://jooble.org/jdp/-5266663884652061300,,Aircraft Avionics Mechanic," Responsibilities for this Position 

 Position Title:  Aircraft Avionics Mechanic 
 Date:  Mar 27, 2025
 Location:  Farnborough, HAM, GB 
 Company:  Gulfstream Aerospace Corporation 

 Aircraft Avionics Mechanic in GAC Farnborough 

5,000 Signing Bonus Eligible...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-28T00:00:00.0000000
,,"NTT DATA, Inc.",https://jooble.org/jdp/3675899546230501760,,Lead SRE Engineer," Req ID: 305621

 Competitive salary | UK: hybrid working: London and remote 

 At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees are key factors in our company’s growth, market presence...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-29T00:00:00.0000000
,,CRH International,https://jooble.org/jdp/7858870484998155399,,Cyber Security Specialist,"&nbsp;...monetary and reputational, due to potential cyber security threats. 

 It is a pivotal role as it requires daily engagements between <b>GIS </b>(Group Information Security), OpCos (Operating Companies) and vendors who are supporting our security systems.  The role will protect...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-27T18:23:40.5762898+00:00
,,Hydro International,https://jooble.org/jdp/-95425072372602020,,Hydrometric Specialist,"

 Hydro International, a CRH Company, is a leading global provider of advanced products, services and expertise to help municipal, industrial and construction customers to improve their water management processes, increase operational performance and reduce environmental...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-05T18:13:35.5936733+00:00
,,Bitfinex,https://jooble.org/jdp/-4337788991875265991,,Blockchain Integration Specialist," Bitfinex is a digital asset trading platform offering state-of-the-art services for digital currency traders and global liquidity providers. 
 Founded in 2012, Bitfinex was one of the first professional platforms set up to accommodate for the booming interest in cryptocurrency...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-01-22T00:00:00.0000000
,,,https://jooble.org/jdp/4132884133007453327,,Project Control Specialist," Work Place Flexibility:  Hybrid 
 Legal Entity: Entergy Services, LLC 
 This posting is for a potential future opening(s) with Entergy. This posting is to build a candidate pool, should the opening(s) become available. 
 Job Summary/Purpose 
 Individual shall have ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T13:23:09.2803983+00:00
,,,https://jooble.org/jdp/-8306973616863126543,,Project Control Analyst," Work Place Flexibility:  Hybrid 
 Legal Entity: Entergy Services, LLC 
 This posting is for a potential future opening(s) with Entergy. This posting is to build a candidate pool, should the opening(s) become available. 
 JOB SUMMARY/PURPOSE 
 The Capital Projects Analyst...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T14:39:00.6552621+00:00
,,The Maersk Group,https://jooble.org/jdp/2852011010509160634,,"Customs Solutions Engineer, Continuous improvement","


 Think Global, Work Local with Maersk Customs Service! 

 Are you ready to be part of an organization on an industry-defining transformation journey that will change the world?

 Maersk, a global leader in logistics, is on a journey to transform the logistics ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-02T13:54:21.4840938+00:00
,,,https://jooble.org/jdp/-6893700432387603404,,Marine Technician - Boat Maintenance Technician," Position:  Marine Technician - Boat Maintenance Technician 
Location: Chertsey, Surrey 
Department: Operations 
Contract type: Permanent – full time 
Line Manager: Base Manager 
 This is an excellent opportunity for a strong experienced mechanic/technician to join...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-19T16:51:40.9530000
